ID,HH,VN,A03,A04,DIS,A13D,A13M,A13Y,A13IN,A14,A14_1,A14_2,A14_3,A14_4,A14_5,A17,A18,A19,A20,A20D,A20M,A20Y,B00H,B00M,B21H,B21M,F00H,F00M,F01A,F01B,F02,F04,F05,F06,F07,F08,F09,F10_1,F10_2,F10_3,F10_4,F10_5,F10_6,F10_7,F10_8,F10_9,F10A,F10B,F11,F11A,F11B,F11C,F11D,F12,F12A,F12B,F12C,F12D,F14,F15,F16,F17,F18H,F18M,J300H,J300M,J301A,J301B,J302,J303_1,J303_2,J303_3,J303_4,J303_5,J303_6,J303_7,J303_8,J303_9,J303_10,J304,J305H,J305M,G00H,G00M,G27H,G27M,C00H,C00M,C01A,C01B,C01C,C02,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22H,C22M,D00H,D00M,D66H,D66M,J100H,J100M,J101A,J101B,J102,J102A,J103,J104,J105,J106_1,J106_2,J106_3,J106_4,J106_5,J106_6,J107,J108,J109,J110_1,J110_2,J110_3,J110_4,J110_5,J110_6,J110_7,J110_8,J110_9,J110_10,J110_11,J110_12,J110_13,J110_14,J110_15,J111H,J111M,E00H,E00M,E01A,E01B,E02,E03A,E03B,E04,E05,E06,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31D,E31M,E31Y,E33H,E33M,E34,E36,E37,E38,E39,J500H,J500M,J501A,J501B,J502,J503,J504,J505_1,J505_2,J505_3,J505_4,J505_5,J505_6,J505_7,J505_8,J505_9,J505_10,J505_11,J505_12,J505_13,J505_14,J505_15,J506_1,J506_2,J506_3,J506_4,J506_5,J506_6,J506_7,J506_8,J506_9,J506_10,J507,J508H,J508M,AT_ID,AT_HH,AT_VN,AT_SH,AT_SM,AT_ANID,AT_AND,AT_ANM,AT_ANY,AT_SPID,AT_SPD,AT_SPM,AT_SPY,AT_FH,AT_FM,member_id,birth_date,int_date,wom_age,eligible_women,male_adult,female_adult,child,education_level,ed_level_none,ed_level_preprimary,ed_level_primary,ed_level_secondary,ed_level_higher,J1_count2_male,J1_count2_female,strata,cluster,PVO,HHWT,WMWT,WMWT_J5,J1WT,gendered_hh,male_adult_max,female_adult_max,child_max,CA,CB,CC,CD,CE,CF,CG,CH,CI,CJ,CK,CL,HDDS,C1617,C1819,C2021,HHS,HHS_N,HHS_N2,improved_water,improved_sanitation,soap_water,critical_handwashing,critical_handwashing_cat,any_sanitation,J304_cat
2915,24,21,80,16,6,5,4,2013,338,1,1,2,2,2,1,290, , ,16,25,5,2013,13,48,14,5,14,5,24,21,1,21,3,5,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,14,10,14,10,24,21,1,1,2,8, , , , , , , ,1,14,11,14,12,14,27,14,27,24,21,3,2,1,2,1,2,2,2,2,1,1,2,2,2,2, ,2, ,2, ,14,30,14,31,14,39,14,39,24,21,2,2,2,3,3,2, , , , , ,1,5,2,1,2,3,4,5,6,7,8,9,11,12,13,15, , ,14,45,14,46,24,21,3,11,1993,20,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2, , , , ,14,51,3,20,157.9,41.95,1,14,51,24,21,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,14,52,2915,24,21,14,40,278,5,4,2013,290,5,4,2013,14,55,6212402,11/1/1993,4/1/2013,19,1,0,1,0,0,1,0,0,0,0,0,1,34,621,2,33.1451612903226,66.2903225806452,66.2903225806452,33.1451612903226,3,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1
2916,23,21,80,16,6,5,4,2013,303,1,1,1,2,0,1,290, , ,5,18,5,2013,1,29,1,37,1,38,23,21,1,21,3,10,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,3, , ,2,1,40,1,42,23,21,2,1,2,3,5, , , , , , ,1,1,44,1,44,1,50,1,53,23,21,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2, ,1,1,2, ,2,2,2,2,14,4,14,5,23,21,2,2,2,3,3,2, , , , , ,1,4,2,5,6,10, , , , , , , , , , , , ,14,6,14,7,23,21,2,3,1990,23,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1, , , , , ,14,11,2,23,165.3,58.25,1,14,13,23,21,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,14,14,2916,23,21,14,5,278,5,4,2013,290,5,4,2013,14,10,6212302,3/1/1990,4/1/2013,23,1,0,1,0,0,1,0,0,0,0,0,1,34,621,2,33.1451612903226,33.1451612903226,33.1451612903226,33.1451612903226,3,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,5,0,1,0,1,0,0,1,0, ,2,0,0,1
2917,22,21,80,16,6,5,4,2013,277,1,1,1,2,1,1,290, , ,5,18,5,2013,1,36,1,37,1,37,22,21,1,21,3,8,1,2,1,1,6, , , , , , , ,2, ,21,2, ,2, ,71, , ,2, ,2, , ,2,1,39,1,40,22,21,1,1,2,4,6, , , , , , ,1,1,41,1,41,2,13,2,13,22,21,2,2,1,2,1,2,1,2,2,2,2,1,1,2,1,3,1,2,1,3,2,14,2,15,2,20,2,20,22,21,2,2,2,3,2,2, , , , , ,1,4,1,4,6,11,13, , , , , , , , , , , ,2,21,2,22,22,21,2,8,1987,26,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,2,2,1,2,1, , , , , ,2,25,2,26,155.6,49.3,1,2,25,22,21,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,26,2917,22,21,15,8,278,5,4,2013,290,5,4,2013,15,17,6212202,8/1/1987,4/1/2013,26,1,0,1,0,0,1,0,0,0,0,0,1,34,621,2,33.1451612903226,33.1451612903226,33.1451612903226,33.1451612903226,3,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,5,2,1,2,5,1,2,1,1,0,3,1,1,1
2918,21,21,80,16,6,5,4,2013,359,1,1,2,1,2,1,290, , ,5,18,5,2013,1,20,1,37,1,37,21,21,1,21,3,10,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,1,40,1,40,21,21,1,1,2,4,6,8, , , , , ,1,1,41,1,42,13,53,13,53,21,21,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,54,1,55,2,0,2,0,21,21,2,2,2,1,1,2, , , , , ,1,5,2,1,4,5,7,9, , , , , , , , , , ,2,3,2,5,21,21,2,2,1985,28,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1, , , , , ,2,7,2,28,169.2,68.7,1,2,7,21,21,2,1,1,11,14, , , , , , , , , , , , , ,1, , , , , , , , , ,2,2,9,2918,21,21,13,32,278,5,4,2013,290,5,4,2013,13,39,6212102,2/1/1985,4/1/2013,28,1,0,1,0,0,1,0,0,0,0,0,1,34,621,2,33.1451612903226,66.2903225806452,66.2903225806452,33.1451612903226,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,3,1,1,1,0,0,3,1,0,1
2919,20,21,80,16,6,5,4,2013,338,1,1,2,2,1,1,290, , ,28,22,5,2013,11,50,11,59,12,8,20,21,1,21,3,5,1,2,1,1, , , , , , , , ,2, ,71,997, ,2, ,71, , ,2, ,3, , ,2,12,15,12,15,20,21,1,1,2,5,6,8, , , , , ,1,12,16,12,16,12,28,12,29,20,21,3,2,1,2,1,2,1,2,2,1,1,1,2,2,1,3,1,2,2, ,12,30,12,30,12,36,12,36,20,21,2,2,2,3,3,1, , , , , ,1,4,2,5,9,10,11,13, , , , , , , , , , ,12,37,12,38,20,21,2,5,1995,18,1,1,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,1,5,6,2012,12,42,3,18,164.5,50.25,1,12,42,20,21,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,43,2919,20,21,13,8,278,5,4,2013,290,5,4,2013,13,15,6212002,5/1/1995,4/1/2013,18,1,0,1,0,0,1,0,0,0,0,0,1,34,621,2,33.1451612903226,99.4354838709678,99.4354838709678,33.1451612903226,3,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,6,2,1,0,3,1,1,1,0, ,3,1,0,1
2920,19,21,80,16,6,5,4,2013,388,1,1,2,2,2,1,290, , ,32,20,5,2013,11,34,11,54,11,54,19,21,1,21,3,6,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,62,2, ,2, ,3, , ,2,11,57,11,58,19,21,1,1,2,8, , , , , , , ,2,11,58,11,59,12,14,12,15,19,21,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2, ,2, ,2, ,12,16,12,18,12,32,12,32,19,21,2,2,2,3,3,2, , , , , ,1,4,2,1,2,3,4,5,6,7,8,9,10,11,13,15, , ,12,35,12,36,19,21,2,7,1970,40,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,12,5,2012,12,44,2,40,152.4,52.4,1,12,44,19,21,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,45,2920,19,21,12,28,278,5,4,2013,390,5,4,2013,12,37,6211902,7/1/1970,4/1/2013,43,1,0,1,0,0,1,0,0,0,0,0,1,34,621,2,33.1451612903226,66.2903225806452,66.2903225806452,33.1451612903226,3,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,4,0,0,0,0,0,0,1,0, ,1,0,0,0
2921,18,21,80,16,6,5,4,2013,359,1,1,1,1,2,2,290, , ,28,22,5,2013,11,25,11,38,11,38,18,21,2,21,3,10,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,62,1,5,1,62,2, , ,2,11,42,11,43,18,21,2,1,2,6,8,9, , , , , ,1,11,44,11,44,11,54,11,54,18,21,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,11,57,11,57,12,7,12,7,18,21,2,2,2,1,1,2, , , , , ,1,3,2,1,2,4,9, , , , , , , , , , , ,12,10,12,12,18,21,2,1,1973,30,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,14,3,2011,12,14,2,30,167.4,54.1,1,12,14,18,21,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,15,2921,18,21,12,43,278,5,4,2013,290,5,4,2013,12,48,6211802,1/1/1973,4/1/2013,40,1,0,1,0,0,1,0,0,0,0,0,1,34,621,2,33.1451612903226,33.1451612903226,33.1451612903226,33.1451612903226,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,3,1,1,1,0,0,2,0,0,1
2922,17,21,80,16,6,5,4,2013,303,1,1,1,2,1,2,290, , ,32,20,5,2013,11,29,11,41,11,42,17,21,2,21,3,10,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,3, , ,2,11,45,11,46,17,21,2,1,2,5, , , , , , , ,1,11,47,11,49,11,58,11,59,17,21,2,2,2,1,2,2,1,2,1,1,2,2,2,2,1,3,2, ,1,2,12,1,12,17,12,10,12,11,17,21,2,2,2,3,3,2, , , , , ,1,5,1,2,4,7,12, , , , , , , , , , , ,12,13,12,15,17,21,2,2,1991,22,1,1,1,1,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,20,2,2013,12,19,2,22,156.5,46.05,1,12,20,17,21,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,22,2922,17,21,12,7,278,5,4,2013,290,5,4,2013,12,15,6211702,2/1/1991,4/1/2013,22,1,0,1,0,0,1,0,0,0,0,0,1,34,621,2,33.1451612903226,33.1451612903226,33.1451612903226,33.1451612903226,3,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,4,2,0,1,3,1,1,1,0, ,2,0,0,1
2923,16,21,80,16,6,5,4,2013,277,1,1,1,2,1,1,290, , ,5,20,5,2013,12,9,12,16,12,16,16,21,1,21,3,8,1,1,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,3, , ,2,12,25,12,25,16,21,1,1,2,5,8, , , , , , ,2,12,27,12,28,12,32,12,38,16,21,2,2,1,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2,1,3,12,41,12,41,12,55,12,56,16,21,2,2,1,1,2,2, , , , , ,1,4,2,1,2,6,11,13, , , , , , , , , , ,12,58,1,1,16,21,2,4,1983,30,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,1, , , , , ,1,9,2,30,165.9,54.75,1,1,9,16,21,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,2923,16,21,12,20,278,5,4,2013,290,5,4,2013,12,24,6211602,4/1/1983,4/1/2013,30,1,0,1,0,0,1,0,0,0,0,0,1,34,621,2,33.1451612903226,33.1451612903226,33.1451612903226,33.1451612903226,3,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,5,1,1,2,4,1,2,0,0, ,2,0,0,0
2924,15,21,80,16,6,4,4,2013,277,1,1,1,2,0,1,290, , ,32,20,5,2013,2,49,3,1,3,2,15,21,1,21,3,5,1,1,1,6, , , , , , , , ,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,3,6,0,7,15,21,1,1,2,6,8, , , , , , ,2,3,8,3,9,3,20,3,20,15,21,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,3,24,3,24,3,24,3,25,15,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,27,3,28,15,21,2,3,1976,37,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1, , , , , ,3,30,2,37,166.6,49.25,1,3,30,15,21,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,3,31,2924,15,21,15,21,278,4,4,2013,290,4,4,2013,15,28, ,3/1/1976,4/1/2013,37,1, , , , , , , , , ,0,0,34,621,2,33.1451612903226,33.1451612903226,33.1451612903226, ,3,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,3,1,1,1,3,1,1,0,0,0,2,0,0,0
2925,14,21,80,16,6,4,4,2013,359,1,1,1,1,2,1,290, , ,32,20,5,2013,13,45,14,4,14,5,14,21,1,21,3,10,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,14,8,14,8,14,21,1,1,2,4,6,8, , , , , ,1,14,9,14,10,2,24,2,24,14,21,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,14,27,14,30,15,0,15,0,14,21,2,2,2,1,3,2, , , , , ,1,5,2,1,2,3,4, , , , , , , , , , , ,15,3,3,5,14,21,2,1,1983,30,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,6,11,2012,15,9,2,30,168.4,49.1,1,15,9,14,21,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,15,10,2925,14,21,14,36,278,4,4,2013,290,4,4,2013,14,41,6211402,1/1/1983,4/1/2013,30,1,0,1,0,0,1,0,0,0,0,0,1,34,621,2,33.1451612903226,33.1451612903226,33.1451612903226,33.1451612903226,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,1,0,0,3,1,0,1
2926,13,21,80,16,6,4,4,2013,303,1,1,1,2,1,2,290, , ,32,20,5,2013,10,1,10,7,1,15,13,21,2,21,3,10,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,3, , ,2,1,13,1,14,13,21,2,1,2,4,5, , , , , , ,1,1,15,1,13,1,19,1,20,13,21,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1,2,2, ,1,1,1,24,1,26,1,28,1,29,13,21,2,2,2,2,2,2, , , , , ,1,4,1,5,7, , , , , , , , , , , , , ,1,30,1,32,13,21,2,3,1987,26,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,4,2,2012,1,35,2,26,169.4,63.45,1,1,36,13,21,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,37,2926,13,21,12,55,278,4,4,2013,290,4,4,2013,13,9,6211302,3/1/1987,4/1/2013,26,1,0,1,0,0,1,0,0,0,0,0,1,34,621,2,33.1451612903226,33.1451612903226,33.1451612903226,33.1451612903226,3,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,4,1,0,1,2,1,1,1,0, ,3,1,0,1
2927,12,21,80,16,6,4,4,2013,338,1,1,1,2,2,1,10, , ,22,20,5,2013,12,28,12,35,12,35,12,21,1,21,3,5,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,12,39,12,39,12,21,1,1,2, , , , , , , , ,1,12,40,12,40,12,51,12,52,12,21,2,2,1,2,1,2,1,1,2,1,2,1,2,2,2, ,2, ,1,3,12,53,12,53,13,4,1,5,12,21,2,2,2,3,3,2, , , , , ,1,3,1,1,2,3,4,5,7,8,9,10,11,12,14, , , ,13,7,13,8,12,21,2,12,1988,25,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,9,11,2011,1,13,2,25,154.4,47.85,1,13,14,12,21,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,15,2927,12,21,13,25,278,4,4,2013,290,4,4,2013,13,40,6211202,12/1/1988,4/1/2013,24,1,0,1,0,0,1,0,0,0,0,0,1,34,621,2,33.1451612903226,66.2903225806452,66.2903225806452,33.1451612903226,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,6,0,0,2,2,1,1,1,0,0,1,0,0,1
2928,11,21,80,16,6,4,4,2013,277,1,1,1,2,1,1,290, , ,32,20,5,2013,11,55,11,56,11,56,11,21,1,21,3,5,1,1,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,12,11,12,11,11,21,1,1,2,8, , , , , , , ,2,12,12,12,14,12,33,12,33,11,21,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,2,12,35,12,35,12,49,12,51,11,21,2,2,1,1,1,2, , , , , ,1,4,2,1,3,4,9,11,13, , , , , , , , , ,12,54,12,54,11,21,2,4,1978,35,1,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1,2,2,2,2,1,1,18,5,2012,12,59,2,35,159.7,46.24,1,12,59,11,21,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,1,2928,11,21,13,7,294,4,4,2013,290,4,4,2013,13,20,6211102,4/1/1978,4/1/2013,35,1,0,1,0,0,1,0,0,0,0,0,1,34,621,2,33.1451612903226,33.1451612903226,33.1451612903226,33.1451612903226,3,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,3,1,1,1,3,1,1,0,0,0,1,0,0,0
2929,10,21,80,16,6,4,4,2013,359,1,1,1,1,2,1,290, , ,32,20,5,2013,11,26,11,38,11,38,10,21,1,21,3,10,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,11,41,11,42,10,21,1,1,2,6,8, , , , , , ,1,11,43,11,43,11,56,11,57,10,21,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,11,58,11,59,12,15,12,16,10,21,2,2,2,1,1,2, , , , , ,1,5,2,3,4,9, , , , , , , , , , , , ,12,18,12,25,10,21,2,2,1986,27,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,2012,12,29,2,27,162.9,51.25,1,12,31,10,21,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,40,2929,10,21,12,20,278,4,4,2013,290,4,4,2013,12,31,6211002,2/1/1986,4/1/2013,27,1,0,1,0,0,1,0,0,0,0,0,1,34,621,2,33.1451612903226,33.1451612903226,33.1451612903226,33.1451612903226,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,1,0,0,2,0,0,1
2930,9,21,80,16,6,4,4,2013,303,1,1,1,2,1,2,290, , ,22,20,5,2013,11,22,11,32,11,33,9,21,2,21,3,30,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,3, , ,2,11,40,11,41,9,21,2,1,2,5, , , , , , , ,1,11,42,11,43,11,50,11,51,9,21,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2, ,2, ,11,53,11,55,11,59,12,0,9,21,2,2,2,2,3,2, , , , , ,1,4,2,2,7,9,13, , , , , , , , , , , ,12,1,12,4,9,21,2,8,1988,25,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,11,9,2012,12,7,2,25,170.9,56.25,1,12,8,9,21,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,10,2930,9,21,11,35,278,4,4,2013,290,4,4,2013,11,49,6210902,8/1/1988,4/1/2013,25,1,0,1,0,0,1,0,0,0,0,0,1,34,621,2,33.1451612903226,33.1451612903226,33.1451612903226,33.1451612903226,3,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0, ,2,0,0,1
2931,8,21,80,16,6,4,4,2013,338,1,2,1,2,2,1,290, , ,16,24,5,2013,14,50,15,14,15,14,8,21,1,21,3,30,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,62,2, ,2, ,2, , ,2,15,19,15,20,8,21,1,1,2,4,7, , , , , , ,1,15,23,15,24,15,35,15,35,8,21,2,2,1,2,1,1,2,1,2,1,1,1,2,2,2, ,2, ,1,1,15,36,15,37,15,56,15,57,8,21,2,2,2,3,3,2, , , , , ,1,5,2,1,2,3,4,5,6,7,9,11,13, , , , , ,15,59,15,59,8,21,2,5,1981,32,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,22,2,2013,16,0,2,32,156.2,48.2,1,16,1,8,21,2,1,1,11,14, , , , , , , , , , , , , ,1, , , , , , , , , ,1,16,2,2931,8,21,15,0,278,3,4,2013,290,3,4,2013,15,15,6210802,5/1/1981,4/1/2013,32,1,0,1,0,0,1,0,0,0,0,0,1,34,621,2,33.1451612903226,33.1451612903226,33.1451612903226,33.1451612903226,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,7,0,0,1,1,0,0,1,0,0,3,1,0,1
2932,7,21,80,16,6,3,4,2013,277,1,1,1,2,0,1,290, , ,5,18,5,2013,15,0,15,17,3,17,7,21,1,21,3,30,1,1,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,3,21,3,21,7,21,1,1,2,5,8, , , , , , ,2,3,22,3,23,15,44,15,47,7,21,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,2,15,48,15,48,15,49,15,49,7,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,54,15,58,7,21,2,4,1968,45,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,18,4,2006,15,59,2,45,164.8,54.45,1,15,59,7,21,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,16,0,2932,7,21,14,37,278,3,4,2013,290,3,4,2013,14,48, ,4/1/1968,4/1/2013,45,1, , , , , , , , , ,0,0,34,621,2,33.1451612903226,33.1451612903226,33.1451612903226, ,3,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,3,1,1,1,3,1,1,0,0,0,2,0,0,0
2933,6,21,80,16,6,3,4,2013,359,1,1,1,0,1,1,290, , ,32,20,5,2013,10,35,10,43,10,44,6,21,1,21,3,20,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,10,47,10,47,6,21,1,1,2,6,8, , , , , , ,1,10,48, , , , ,10,49,6,21,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2, ,1,2,1,2,10,51,10,52,10,58,10,58,6,21,2,2,2,2,1,2, , , , , ,1,3,2,2,4, , , , , , , , , , , , , ,11,2,11,5,6,21,2,2,1964,49,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,20,3,2011,2,12,2,49,160.7,50.05,1,2,13,6,21,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,15,2933,6,21,14,1,278,3,4,2013,290,3,4,2013,14,9,6210602,2/1/1964,4/1/2013,49,1,0,1,0,0,1,0,0,0,0,0,1,34,621,2,33.1451612903226,33.1451612903226,33.1451612903226,33.1451612903226,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,2,1,1,1,0,0,2,0,0,1
2934,4,21,80,16,6,3,4,2013,338,1,1,1,2,2,1,290, , ,16,24,5,2013,12,27,12,41,12,41,4,21,1,21,3,6,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,12,50,12,50,4,21,2,1,2,5,7,8, , , , , ,1,12,53,12,53,13,5,13,3,4,21,2,2,1,2,1,2,2,1,2,1,1,1,2,2,2, ,2, ,1,2,13,7,13,8,13,28,13,28,4,21,2,2,2,3,3,2, , , , , ,1,2,1,1,2,3,4,5,6,7,8,9,10,11,13, , , ,13,31,13,32,4,21,2,4,1976,37,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,10,12,2011,13,39,2,37,165.7,55.05,1,13,49,4,21,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,42,2934,4,21,12,49,278,3,4,2013,290,3,4,2013,12,59,6210402,4/1/1976,4/1/2013,37,1,0,1,0,0,1,0,0,0,0,0,1,34,621,2,33.1451612903226,33.1451612903226,33.1451612903226,33.1451612903226,3,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,6,0,0,1,1,0,0,1,0,0,3,1,0,1
2935,2,21,80,16,6,3,4,2013,277,1,1,1,2,1,2,290, , ,23,17,5,2013,11,15,11,16,11,17,2,21,2,21,3,10,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,11,34,11,35,2,21,2,1,2,6,8, , , , , , ,2,11,37,11,39,12,0,12,2,2,21,2,1, , , , , , , , , , , , ,2, ,1,2,2, ,12,4,12,8,12,12,12,13,2,21,2,2,1,2,2,1, , , , , ,4,2,2,1,2,4,6,11, , , , , , , , , , ,11,23,11,30,2,21,2,2,1987,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, , , , , ,12,36,2,26,166.7,65.75,1,12,38,2,21,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,39,2935,2,21,11,21,278,3,4,2013,290,3,4,2013,11,11,6210202,2/1/1987,4/1/2013,26,1,0,1,0,0,1,0,0,0,0,0,1,34,621,2,33.1451612903226,33.1451612903226,33.1451612903226,33.1451612903226,3,1,1,1, , , , , , , , , , , , , ,0,1,0,1,0,0,1,0,0,2,0,0,0
