ID,HH,VN,A03,A04,DIS,A13D,A13M,A13Y,A13IN,A14,A14_1,A14_2,A14_3,A14_4,A14_5,A17,A18,A19,A20,A20D,A20M,A20Y,B00H,B00M,B21H,B21M,F00H,F00M,F01A,F01B,F02,F04,F05,F06,F07,F08,F09,F10_1,F10_2,F10_3,F10_4,F10_5,F10_6,F10_7,F10_8,F10_9,F10A,F10B,F11,F11A,F11B,F11C,F11D,F12,F12A,F12B,F12C,F12D,F14,F15,F16,F17,F18H,F18M,J300H,J300M,J301A,J301B,J302,J303_1,J303_2,J303_3,J303_4,J303_5,J303_6,J303_7,J303_8,J303_9,J303_10,J304,J305H,J305M,G00H,G00M,G27H,G27M,C00H,C00M,C01A,C01B,C01C,C02,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22H,C22M,D00H,D00M,D66H,D66M,J100H,J100M,J101A,J101B,J102,J102A,J103,J104,J105,J106_1,J106_2,J106_3,J106_4,J106_5,J106_6,J107,J108,J109,J110_1,J110_2,J110_3,J110_4,J110_5,J110_6,J110_7,J110_8,J110_9,J110_10,J110_11,J110_12,J110_13,J110_14,J110_15,J111H,J111M,E00H,E00M,E01A,E01B,E02,E03A,E03B,E04,E05,E06,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31D,E31M,E31Y,E33H,E33M,E34,E36,E37,E38,E39,J500H,J500M,J501A,J501B,J502,J503,J504,J505_1,J505_2,J505_3,J505_4,J505_5,J505_6,J505_7,J505_8,J505_9,J505_10,J505_11,J505_12,J505_13,J505_14,J505_15,J506_1,J506_2,J506_3,J506_4,J506_5,J506_6,J506_7,J506_8,J506_9,J506_10,J507,J508H,J508M,AT_ID,AT_HH,AT_VN,AT_SH,AT_SM,AT_ANID,AT_AND,AT_ANM,AT_ANY,AT_SPID,AT_SPD,AT_SPM,AT_SPY,AT_FH,AT_FM,member_id,birth_date,int_date,wom_age,eligible_women,male_adult,female_adult,child,education_level,ed_level_none,ed_level_preprimary,ed_level_primary,ed_level_secondary,ed_level_higher,J1_count2_male,J1_count2_female,strata,cluster,PVO,HHWT,WMWT,WMWT_J5,J1WT,gendered_hh,male_adult_max,female_adult_max,child_max,CA,CB,CC,CD,CE,CF,CG,CH,CI,CJ,CK,CL,HDDS,C1617,C1819,C2021,HHS,HHS_N,HHS_N2,improved_water,improved_sanitation,soap_water,critical_handwashing,critical_handwashing_cat,any_sanitation,J304_cat
2936,1,21,80,16,6,3,4,2013,359,1,1,1,1,2,1,290, , ,16,24,5,2013,10,50,11,9,9,11,1,21,1,21,3,15,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,11,12,11,12,1,21,1,1,2,6,8, , , , , , ,1,11,14,11,16,11,23,11,23,1,21,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,11,27,11,25,11,40,11,40,1,21,2,2,2,1,3,2, , , , , ,1,3,2,4,9, , , , , , , , , , , , , ,11,43,11,45,1,21,2,3,1973,40,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,28,5,2012,11,49,2,40,168.9,46.05,1,11,49,1,21,2,1,1,14, , , , , , , , , , , , , , ,1, , , , , , , , , ,1,11,51,2936,1,21,12,18,278,3,4,2013,290,3,4,2013,12,37,6210102,3/1/1973,4/1/2013,40,1,0,1,0,0,1,0,0,0,0,0,1,34,621,2,33.1451612903226,33.1451612903226,33.1451612903226,33.1451612903226,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,3,1,1,1,0,0,2,0,0,1
2937,26,59,73,8,6,6,3,2013,283,1,1,1,1,0,1,293, , ,16,15,5,2013,15,10,15,20,15,21,26,59,1,21,3,2,2,2,2,97,97,97,97,97,97,97,97,97,2, ,21,1,3,2, ,23,2, ,2, ,2, , ,2,15,33,15,33,26,59,2,1,2,6,8,9, , , , , ,1,15,35,15,36,15,46,15,46,26,59,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,15,50,15,51,15,52,15,59,26,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,50,15,57,26,59,1, ,1966,47,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,16,5,1,45,169.4,49.6,1,16,5,26,59,1,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,16,8,2937,26,59,8,20,292,5,3,2013,293,5,3,2013,8,42, , ,3/1/2013,47,1, , , , , , , , , ,0,0,30,659,2,5.72307692307692,5.72307692307693,5.72307692307693, ,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,0,0,0,2,0,1,1
2938,31,59,73,8,6,6,3,2013,296,1,1,1,2,0,2,293, , ,5,15,4,2013,1,17,13,25,13,25,31,59,2,21,2, ,1,2,2,97,97,97,97,97,97,97,97,97,1,21,22,1,2,2, ,96,2, ,2, ,2, , ,2,13,30,13,31,31,59,2,1,2,5,6,8, , , , , ,1,13,33,13,33,13,44,13,31,31,59,2,1, , , , , , , , , , , , ,2, ,2, ,2, ,13,45,13,45,13,46,13,47,31,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,54,13,56,31,59,1,9,1978,34,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,14,5,2,34,168.7,58.5,1,14,8,31,59,2,1,1,5, , , , , , , , , , , , , , ,1, , , , , , , , , ,3,14,15,2938,31,59,16,0,292,6,3,2013,293,6,3,2013,14,15, ,9/1/1978,3/1/2013,35,1, , , , , , , , , ,0,0,30,659,2,5.72307692307692,17.1692307692308,17.1692307692308, ,3,1,1,1, , , , , , , , , , , , , ,0,0,0,0,0,0,1,0,0,3,1,1,1
2939,30,59,73,8,6,6,3,2013,286,1,1,1,0,1,2,293, , ,5,15,4,2013,13,0,14,20,14,23,30,59,2,21,3,15,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,4, , ,2,14,28,14,28,30,59,2,1,2,4, , , , , , , ,1,14,30, , , , ,14,30,30,59,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2, ,2, ,14,34,2,36,15,0,15,0,30,59,2,2,1,2,2,1,4, , , , ,1,5,1,1,4, , , , , , , , , , , , , ,3,10,3,20,30,59,2,8,1987,25,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,3,30,2,25,155.2,40.15,1,3,31,30,59,2,1,1,3, , , , , , , , , , , , , , ,1, , , , , , , , , ,1,3,35,2939,30,59,14,0,292,6,3,2013,293,6,3,2013,14,15,6593002,8/1/1987,3/1/2013,26,1,0,1,0,1,0,0,1,0,0,0,1,30,659,2,5.72307692307692,5.72307692307693,5.72307692307693,5.72307692307693,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1
2940,28,59,73,8,6,6,3,2013,286,1,1,2,1,1,1,293, , ,5,15,4,2013,11,12,11,15,11,29,28,59,1,21,3,15,1,2,2,97,97,97,97,97,97,97,97,97,2, ,71,997, ,2, ,71, , ,2, ,2, , ,2,11,36,11,37,28,59,1,1,2,6, , , , , , , ,1,11,38,11,28,11,55,11,55,28,59,3,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,12,0,12,0,12,16,12,16,28,59,1,2,3, , ,1, , , , , ,1,5,2,1,4, , , , , , , , , , , , , ,12,19,12,26,28,59,2,8,1995,18,1,2, , , , , , , , , , , , , , , , , , , , , , , ,12,30,2,18,171.1,51.05,1,12,30,28,59,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,32,2940,28,59,8,0,292,6,3,2013,293,6,3,2013,8,15,6592801,8/1/1995,3/1/2013,18,1,0,1,0,0,1,0,0,0,0,0,1,30,659,2,5.72307692307692,11.4461538461539,11.4461538461539,5.72307692307693,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,3,1,1,1,0,0,2,0,0,1
2941,29,59,73,8,6,6,3,2013,283,1,1,1,2,2,2,293, , ,5,23,5,2013,11,30,11,46,11,46,29,59,2,21,3,99,1,1,2,97,97,97,97,97,97,97,97,97,2, ,21,1,3,2, ,21,2, ,2, ,2, , ,1,11,58,11,58,29,59,2,1,2,4,8,9, , , , , ,1,12,0,12,0,12,7,12,14,29,59,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,12,16,12,25,12,43,12,43,29,59,2,2,2,3,3,1,2,4, , , ,1,4,1,1,2,6,7,8,9,11,12,13,14,15, , , , ,12,49,1,6,29,59,2,3,1976,36,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,28,3,2009,1,18,2,36,161.5,56.04,1,1,18,29,59,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,21,2941,29,59,13,46,292,6,3,2013,274,6,3,2013,14,0,6592902,3/1/1976,3/1/2013,37,1,0,1,0,0,1,0,0,0,0,0,1,30,659,2,5.72307692307692,5.72307692307693,5.72307692307693,5.72307692307693,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,0,0,0,2,0,1,1
2942,27,59,73,8,6,6,3,2013,296,1,1,1,1,3,2,293, , ,26,31,5,2013,15,20,16,0,16,33,27,59,2,21,3,45,2,1,1,1, , , , , , , , ,1,21,22,1,4,1,22,71, , ,2, ,2, , ,1,16,5,16,40,27,59,2,1,2,5,6,9, , , , , ,1,16,45,16,45,3,55,2,55,27,59,2,1, , , , , , , , , , , , ,1,2,1,2,1,1,16,58,16,58,17,18,11,18,27,59,2,2,2,1,2,2, , , , , ,3,5,1,4,6,11, , , , , , , , , , , , ,17,28,17,31,27,59,2,7,1988,24,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,1, , , , , ,17,42,2,24,162.1,49.95,1,17,42,27,59,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,11,44,2942,27,59,13,59,292,6,3,2013,293,6,3,2013,14,32,6592702,7/1/1988,3/1/2013,25,1,0,1,0,0,1,0,0,0,0,0,1,30,659,2,5.72307692307692,5.72307692307693,5.72307692307693,5.72307692307693,3,1,1,1, , , , , , , , , , , , , ,1,1,1,3,1,1,0,0,0,3,1,1,1
2943,25,59,73,8,6,5,3,2013,286,1,1,1,1,2,2,293, , ,5,23,5,2013,10,36,11,12,11,13,25,59,2,21,3,30,2,1,2,97,97,97,97,97,97,97,97,97,2, ,23,1,5,2, ,23,1,5,2, ,2, , ,2,11,15,11,16,25,59,2,1,4,6, , , , , , , ,2,11,20,11,24,11,45,11,46,25,59,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,11,50,11,54,12,40,12,40,25,59,2,2,1,1,1,2, , , , , ,1,2,1,1,2,13, , , , , , , , , , , , ,12,47,12,49,25,59,2, ,1989,24,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,23,9,2012,12,56,2,24,168.3,48.5,1,12,56,25,59,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,59,2943,25,59,13,0,292,5,3,2013,293,5,3,2013,13,18,6592502, ,3/1/2013,24,1,0,1,0,2,0,0,0,1,0,0,1,30,659,2,5.72307692307692,5.72307692307693,5.72307692307693,5.72307692307693,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,3,1,1,0,0,0,3,1,1,0
2944,24,59,73,8,6,5,3,2013,296,1,1,2,2,3,2,293, , ,18,24,5,2013,10,22,10,46,10,46,24,59,2,21,3,15,1,2,1,1,3,6, , , , , , ,2, ,22,1,3,2, ,22,1,3,1,62,1,2,3,1,10,56,10,56,24,59,2,1,2,5,6,8, , , , , ,1,10,58,12,5,12,23,10,59,24,59,2,1, , , , , , , , , , , , ,2, ,1,1,2, ,11,3,11,4,11,27,11,27,24,59,2,2,2,3,3,1,2,3, , , ,1,6,1,4,6,10,11,13, , , , , , , , , , ,11,36,11,39,24,59,2,3,1990,22,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,20,2,2013,11,52,2,22,165,54.45,1,11,53,24,59,2,1,1,3,5, , , , , , , , , , , , , ,1, , , , , , , , , ,99,12,0,2944,24,59,7,29,292,5,3,2013,293,5,3,2013,7,45,6592402,3/1/1990,3/1/2013,23,1,0,1,0,1,0,0,1,0,0,0,1,30,659,2,5.72307692307692,11.4461538461539,11.4461538461539,5.72307692307693,3,1,1,1, , , , , , , , , , , , , ,0,1,0,1,0,0,1,0,0,3,1,1,1
2945,23,59,73,8,6,6,3,2013,286,1,2,1,2,2,2,293, , ,18,24,5,2013,14,33,14,54,14,54,23,59,2,21,3,15,1,2,1,1, , , , , , , , ,2, ,21,1,1,2, ,21,1,1,2, ,1,2,3,1,14,58,14,59,23,59,2,1,2,7, , , , , , , ,1,15,0,15,1,15,17,15,18,23,59,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2, ,2, ,2, ,15,21,15,21,15,59,16,0,23,59,2,2,1,1,1,1, , , , , ,1,12,2,1,4, , , , , , , , , , , , , ,16,40,16,7,23,59,2,8,1965,48,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,4,2012,8,14,2,48,166.8,64.05,1,16,15,23,59,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,16,17,2945,23,59,9,22,292,5,3,2013,293,5,3,2013,9,40,6592302,8/1/1965,3/1/2013,48,1,0,1,0,0,1,0,0,0,0,0,1,30,659,2,5.72307692307692,5.72307692307693,5.72307692307693,5.72307692307693,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,1,1
2946,21,59,73,8,6,4,3,2013,2013,1,1,1,2,2,2,295, , ,5,15,4,2013,10,30,10,40,11,52,21,59,2,21,3,15,1,2,2,97,97,97,97,97,97,97,97,97,2, ,22,2, ,1,62,22,2, ,1,62,3, , ,1,12,1,12,1,21,59,2,1,2,4,6,9, , , , , ,2,12,3,12,4,12,25,12,25,21,59,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2, ,1,2,12,30,12,32,1,0,1,0,21,59,2,2,1,2,3,2, , , , , ,2,4,2,1,3,4,5,9,13, , , , , , , , , ,1,5,1,9,21,59,2,2,1987,24,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,1,13,2,24,169.4,50,1,1,13,21,59,2,1,1,5, , , , , , , , , , , , , , ,2, , , , , , , , , ,99,1,16,2946,21,59,12,11,279,4,3,2013,274,4,3,2013,12,20,6592102,2/1/1987,3/1/2013,26,1,0,1,0,1,0,0,1,0,0,0,1,30,659,2,5.72307692307692,5.72307692307693,5.72307692307693,5.72307692307693,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,1,1,1, ,3,1,1,0
2947,20,59,73,8,6,4,3,2013,283,1,1,1,1,3,2,293, , ,24,24,5,2013,11,15,12,6,12,7,20,59,2,21,3,30,1,1,1,1, , , , , , , , ,2, ,71,997, ,2, ,62,2, ,2, ,2, , ,1,12,12,12,21,20,59,2,1,2,5,7,8, , , , , ,8,12,21,12,23,12,34,12,35,20,59,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,12,39,12,39,13,22,1,32,20,59,2,2,2,2,3,2, , , , , ,1,4,1,1,2,3,5,9, , , , , , , , , , ,13,24,13,38,20,59,2,3,1981,32,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,10,2011,1,43,2,32,164.4,58.15,1,1,43,20,59,2,1,1,6, , , , , , , , , , , , , , ,1, , , , , , , , , ,1,1,47,2947,20,59,13,8,284,1,3,2013,293,1,3,2013,14,55,6592002,3/1/1981,3/1/2013,32,1,0,1,0,0,1,0,0,0,0,0,1,30,659,2,5.72307692307692,5.72307692307693,5.72307692307693,5.72307692307693,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,0,0,0,3,1,0,0
2948,19,59,73,8,6,4,3,2013,296,1,1,1,1,3,2,293, , ,27,25,5,2013,11,25,12,23,12,24,19,59,2,21,3,50,1,2,1,1, , , , , , , , ,1,21,71,997, ,2, ,71, , ,2, ,2, , ,2,12,31,12,32,19,59,2,1,2,4,6,8, , , , , ,1,12,33,12,34,13,20,13,21,19,59,2,1, , , , , , , , , , , , ,2, ,1,1,2, ,13,26,13,27,13,53,13,54,19,59,2,2,2,2,1,1, , , , , ,1,5,1,2,4,6,9,11,13, , , , , , , , , ,14,1,14,6,19,59,2,6,1970,42,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,27,1,2013,14,11,2,42,155.4,58.55,1,14,12,19,59,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,14,13,2948,19,59,10,35,300,1,3,2013,293,1,3,2013,13,8,6591902,6/1/1970,3/1/2013,43,1,0,1,0,0,1,0,0,0,0,0,1,30,659,2,5.72307692307692,5.72307692307693,5.72307692307693,5.72307692307693,3,1,1,1, , , , , , , , , , , , , ,0,1,0,1,0,0,1,0,0,3,1,0,1
2949,10,59,73,8,6,4,3,2013,297,1,1,2,2,0,2,295, , ,5,15,4,2013,11,29,11,45,11,45,10,59,2,81,3,60,1,2,2,97,97,97,97,97,97,97,97,97,1,21,71,997, ,2, ,71, , ,2, ,2, , ,2,11,57,11,57,10,59,2,1,2,5,7,8, , , , , ,2,11,59,12,0,12,7,12,7,10,59,2,1, , , , , , , , , , , , ,1,2,1,2,1,2,12,11,12,11,12,12,12,15,10,59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,17,12,20,10,59,5,8,1992,21,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,12,25,2,21,174.5,57.95,1,12,26,10,59,5,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,27,2949,10,59,12,38,280,4,3,2013,293,4,3,2013,12,55, ,8/1/1992,3/1/2013,21,1, , , , , , , , , ,0,0,30,659,2,5.72307692307692,11.4461538461539,11.4461538461539, ,3,1,1,1, , , , , , , , , , , , , ,1,1,1,3,1,1,0,0,0,3,1,0,0
2950,17,59,73,8,6,4,3,2013,286,1,1,2,0,1,2,293, , ,5,15,4,2013,9,40,11,33,11,34,17,59,2,21,3,40,1,2,1,1, , , , , , , , ,2, ,71,997, ,2, ,71, , ,2, ,2, , ,1,11,42,11,43,17,59,2,1,2,5,8, , , , , , ,1,11,45, , , , ,11,45,17,59,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2, ,1,1,11,56,11,56,12,20,12,21,17,59,2,2,1,3,1,1, , , , , ,2,9,1,2,11, , , , , , , , , , , , , ,12,30,12,35,17,59,2,8,1991,20,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,12,41,2,20,146.4,48.9,1,12,42,17,59,2,1,1,3,7, , , , , , , , , , , , , ,1, , , , , , , , , ,99,12,44,2950,17,59,13,33,291,4,3,2013,293,4,3,2013,13,54,6591702,8/1/1991,3/1/2013,22,1,0,1,0,1,0,0,1,0,0,0,1,30,659,2,5.72307692307692,11.4461538461539,11.4461538461539,5.72307692307693,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,1,2,1,1,1,0,0,2,0,0,1
2951,16,59,73,8,6,27,2,2013,297,1,1,1,2,3,2,295, , ,5,23,5,2013,13,40,14,1,14,1,16,59,2,21,3,998,1,1,2,97,97,97,97,97,97,97,97,97,1,81,71,997, ,2, ,71, , ,2, ,3, , ,2,14,5,14,5,16,59,2,1,2,5,6,8, , , , , ,2,14,7,14,8,14,10,14,10,16,59,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2, ,2, ,14,13,14,16,14,34,14,35,16,59,2,2,1,1,1,6, , , , , , , , ,7,8,9,11, , , , , , , , , , , ,14,38,14,39,16,59,2, ,1983,30,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,13,3,2012,14,46,2,30,160.3,45.15,1,14,47,16,59,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,14,48,2951,16,59,11,40,280,28,2,2013,295,28,2,2013,12,10,6591602, ,2/1/2013,30,1,0,1,0,0,1,0,0,0,0,0,1,30,659,2,5.72307692307692,5.72307692307693,5.72307692307693,5.72307692307693,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,3,1,0,0
2952,15,59,73,8,6,9,3,2013,296,1,1,1,1,1,2,293, , ,5,15,4,2013,12,48,12,58,12,58,15,59,2,21,3,10,1,1,1,2,3, , , , , , , ,1,21,71,997, ,2, ,71, , ,2, ,2, , ,2,13,5,13,6,15,59,2,1,2,6,7,8,9, , , , ,8,13,7,13,7,13,15,13,15,15,59,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,13,18,1,18,1,24,1,24,15,59,1,2,1,1,1,2, , , , , ,2,6,2,1,2,3,4,5,7,8, , , , , , , , ,13,26,13,28,15,59,1,5,1976,37,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,1,30,2,37,170.3,64.9,1,1,31,15,59,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,32,2952,15,59,14,0,291,27,2,2013,293,27,2,2013,14,15,6591501,5/1/1976,3/1/2013,37,1,0,1,0,1,0,0,1,0,0,0,1,30,659,2,5.72307692307692,5.72307692307693,5.72307692307693,5.72307692307693,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1,1,0,0,0,3,1,0,0
2953,14,59,73,8,6,27,2,2013,296,1,1,1,2,1,2,293, , ,5,15,4,2013,10,25,10,36,10,36,14,59,2,21,3,45,1,2,1,1,6, , , , , , , ,1,81,71,997, ,2, ,12,2, ,1,62,2, , ,2,10,42,10,42,14,59,2,1,2,5,6,8, , , , , ,1,10,44,10,44,11,0,11,0,14,59,2,1, , , , , , , , , , , , ,1,1,1,1,1,2,11,13,11,14,11,38,11,38,14,59,2,2,1,2,3,1,2, , , , ,1,8,1,4,5,6,7,9,11,12,13, , , , , , , ,11,52,11,52,14,59,2,3,1992,20,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,17,12,2011,12,2,2,20,153.6,64.2,1,12,2,14,59,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,4,2953,14,59,9,0,291,27,2,2013,293,27,2,2013,9,15,6591402,3/1/1992,2/1/2013,21,1,0,1,0,0,1,0,0,0,0,0,1,30,659,2,5.72307692307692,5.72307692307693,5.72307692307693,5.72307692307693,3,1,1,1, , , , , , , , , , , , , ,1,1,1,3,1,1,1,0,0,3,1,0,1
2955,12,59,73,8,6,27,2,2013,282,1,1,1,2,2,2,295, , ,18,24,5,2013,10,50,10,56,10,56,12,59,2,21,3,30,1,1,1,1, , , , , , , , ,2, ,71,997, ,1,62,22,2, ,1,62,3, , ,2,11,13,11,14,12,59,2,1,4,6,7,9, , , , , ,8,11,15,11,15,11,37,11,38,12,59,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,11,43,11,43,12,8,12,9,12,59,2,2,1,3,2,2, , , , , ,2,4,1,1,2,3,4,9,13, , , , , , , , , ,12,12,12,14,12,59,2,1,1982,31,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,9,3,2009,12,20,2,31,172.1,54.35,1,12,20,12,59,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,12,23,2955,12,59,11,18,280,27,2,2013,295,27,2,2013,11,31,6591202,1/1/1982,2/1/2013,31,1,0,1,0,0,1,0,0,0,0,0,1,30,659,2,5.72307692307692,5.72307692307693,5.72307692307693,5.72307692307693,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,3,1,1,0,0, ,4,1,0,0
2956,11,59,73,8,6,27,2,2013,297,1,1,1,2,3,2,295, , ,18,24,5,2013,10,14,10,26,10,26,11,59,2,21,3,998,1,1,2,97,97,97,97,97,97,97,97,97,1,71,22,2, ,2, ,71, , ,2, ,3, , ,2,10,32,10,32,11,59,2,1,2,5,7,8, , , , , ,1,10,34,10,34,10,49,10,49,11,59,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2, ,1,2,10,52,10,54,11,26,11,26,11,59,2,2,1,1,1,2, , , , , ,1,1,1,1,7,13,15, , , , , , , , , , , ,11,28,11,31,11,59,2,8,1983,30,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,13,2,2001,11,32,2,30,174.1,65.3,1,11,46,11,59,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,11,47,2956,11,59,11,40,280,28,2,2013,295,28,2,2013,12,20,6591102,8/1/1983,2/1/2013,30,1,0,1,0,0,1,0,0,0,0,0,1,30,659,2,5.72307692307692,5.72307692307693,5.72307692307693,5.72307692307693,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,1,0,1, ,3,1,1,1
2959,7,59,73,8,6,10,3,2013,299,1,1,1,1,3,2,293, , ,28,25,5,2013,10,20,10,39,10,39,7,59,2,81,3,2,1,2,1,1, , , , , , , , ,2, ,71,997, ,2, ,71, , ,2, ,1,2,3,2,10,44,10,44,7,59,2,1,2,6,8, , , , , , ,1,10,46,10,47,11,1,11,1,7,59,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,11,4,11,9,11,29,11,39,7,59,2,2,1,2,2,2, , , , , ,2,6,1,4,5,7, , , , , , , , , , , , ,11,44,11,44,7,59,2,10,1978,35,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,20,1,2013,11,48,2,35,165.6,62.3,1,11,48,7,59,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,11,49,2959,7,59,10,25,284,10,3,2013,293,10,3,2013,11,49,6590702,10/1/1978,3/1/2013,35,1,0,1,0,0,1,0,0,0,0,0,1,30,659,2,5.72307692307692,5.72307692307693,5.72307692307693,5.72307692307693,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,3,1,1,0,0,0,2,0,0,1
2960,6,59,73,8,6,26,2,2013,295,1,1,2,1,2,2,295, , ,26,25,5,2013,10,5,10,59,11,0,6,59,2,21,3,998,1,1,1,5, , , , , , , , ,1,21,62,1,95,2, ,62,1,95,2, ,1,2,3,1,11,43,11,43,6,59,2,1,2,4,6, , , , , , ,1,11,48,11,49,12,7,12,10,6,59,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2, ,2, ,12,23,12,25,1,17,1,18,6,59,2,2,1,1,1,1, , , , , ,1,3,2,2,3,5,7, , , , , , , , , , , ,1,22,1,25,6,59,3,6,1998,15,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , ,1,37,3,15,166.6,62.4,1,1,37,6,59,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,38,2960,6,59,12,5,280,26,3,2013,295,26,2,2013,12,32,6590602,6/1/1998,2/1/2013,15,1,0,1,0,0,1,0,0,0,0,0,1,30,659,2,5.72307692307692,11.4461538461539,11.4461538461539,5.72307692307693,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1
